Frequency,Nominal,Min,Max
4426813.839999539,2.709743817768367e-9,2.704544297334921e-9,2.7128422001418733e-9
4529927.580602984,2.708523383294655e-9,2.703152362577768e-9,2.7116992364710887e-9
4635443.148770344,2.7073286678539375e-9,2.701774579851587e-9,2.7105880870273704e-9
4743416.4902525265,2.706156988765329e-9,2.700407638877112e-9,2.709506335665062e-9
4853904.85394438,2.7050056938393377e-9,2.699048212193368e-9,2.708451618398244e-9
4966966.822238822,2.7038721544197984e-9,2.6976929448168165e-9,2.7074216178206267e-9
5082662.3420879925,2.7027537583227736e-9,2.6963384435284252e-9,2.7064140575380237e-9
5201052.756787928,2.70164790264686e-9,2.6949812657438036e-9,2.705426696596662e-9
5322200.838503584,2.7005519864279757e-9,2.6936179079191147e-9,2.7044573238898864e-9
5446170.821551471,2.6994634031103178e-9,2.6922447934429634e-9,2.7035037525251024e-9
5573028.436457538,2.6983795328035845e-9,2.6908582599619067e-9,2.7025638141319876e-9
5702840.944808367,2.697297734294924e-9,2.689454546084549e-9,2.7016353530920826e-9
5835677.174914156,2.696215336782302e-9,2.6880297774065044e-9,2.7007162206689297e-9
5971607.558302404,2.695129631294048e-9,2.686579951795825e-9,2.6998042690168552e-9
6110704.167061635,2.694037861757359e-9,2.6851009238758256e-9,2.698897345045287e-9
